"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","success","test_part","correct_response","probe"
"20689","<img src= stimuli/temporalOrder/14.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/40.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/78.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/54.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","224","857595","0.0-3.0-1.55","","temporalOrder","3","14"
"null","","null","html-keyboard-response","225","858095","0.0-3.0-2.55","","blank","",""
"6550","<img src= stimuli/temporalOrder/14.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/39.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/19.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/9.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","226","864647","0.0-3.0-3.55","","contextMemory","1","14"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","227","865157","0.0-3.0-0.56","","fixation","",""
"6530","<img src= stimuli/temporalOrder/33.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/63.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/84.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/24.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","228","871687","0.0-3.0-1.56","","temporalOrder","3","33"
"null","","null","html-keyboard-response","229","872188","0.0-3.0-2.56","","blank","",""
"3933","<img src= stimuli/temporalOrder/33.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/44.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/24.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/4.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","230","876121","0.0-3.0-3.56","","contextMemory","2","33"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","231","876632","0.0-3.0-0.57","","fixation","",""
"19042","<img src= stimuli/temporalOrder/70.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/50.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/73.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/71.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","232","895674","0.0-3.0-1.57","","temporalOrder","3","70"
"null","","null","html-keyboard-response","233","896178","0.0-3.0-2.57","","blank","",""
"854","<img src= stimuli/temporalOrder/70.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/8.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/14.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/5.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","234","897034","0.0-3.0-3.57","","contextMemory","3","70"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","235","897534","0.0-3.0-0.58","","fixation","",""
"7618","<img src= stimuli/temporalOrder/20.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/3.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/10.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/16.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","236","905154","0.0-3.0-1.58","","temporalOrder","2","20"
"null","","null","html-keyboard-response","237","905654","0.0-3.0-2.58","","blank","",""
"1123","<img src= stimuli/temporalOrder/20.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/5.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/29.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/16.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","238","906777","0.0-3.0-3.58","","contextMemory","2","20"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","239","907278","0.0-3.0-0.59","","fixation","",""
"17258","<img src= stimuli/temporalOrder/63.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/37.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/12.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/19.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","240","924538","0.0-3.0-1.59","","temporalOrder","1","63"
"null","","null","html-keyboard-response","241","925040","0.0-3.0-2.59","","blank","",""
"2120","<img src= stimuli/temporalOrder/63.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/14.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/18.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/28.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","242","927161","0.0-3.0-3.59","","contextMemory","2","63"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","243","927665","0.0-3.0-0.60","","fixation","",""
"8727","<img src= stimuli/temporalOrder/10.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/20.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/62.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/24.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","244","936394","0.0-3.0-1.60","","temporalOrder","1","10"
"null","","null","html-keyboard-response","245","936909","0.0-3.0-2.60","","blank","",""
"2491","<img src= stimuli/temporalOrder/10.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/29.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/22.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/1.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","246","939402","0.0-3.0-3.60","","contextMemory","1","10"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","247","939918","0.0-3.0-0.61","","fixation","",""
"9993","<img src= stimuli/temporalOrder/68.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/48.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/28.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/2.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","248","949913","0.0-3.0-1.61","","temporalOrder","3","68"
"null","","null","html-keyboard-response","249","950426","0.0-3.0-2.61","","blank","",""
"2631","<img src= stimuli/temporalOrder/68.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/40.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/8.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/42.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","250","953058","0.0-3.0-3.61","","contextMemory","1","68"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","251","953569","0.0-3.0-0.62","","fixation","",""
"7695","<img src= stimuli/temporalOrder/27.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/65.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/42.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/12.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","252","961266","0.0-3.0-1.62","","temporalOrder","3","27"
"null","","null","html-keyboard-response","253","961778","0.0-3.0-2.62","","blank","",""
"2219","<img src= stimuli/temporalOrder/27.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/16.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/8.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/24.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","254","964001","0.0-3.0-3.62","","contextMemory","2","27"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","255","964511","0.0-3.0-0.63","","fixation","",""
"5384","<img src= stimuli/temporalOrder/21.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/46.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/75.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/16.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","256","969897","0.0-3.0-1.63","","temporalOrder","2","21"
"null","","null","html-keyboard-response","257","970407","0.0-3.0-2.63","","blank","",""
"10515","<img src= stimuli/temporalOrder/21.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/37.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/7.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/1.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","258","980921","0.0-3.0-3.63","","contextMemory","1","21"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","259","981423","0.0-3.0-0.64","","fixation","",""
"4731","<img src= stimuli/temporalOrder/62.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/25.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/33.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/49.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","260","986155","0.0-3.0-1.64","","temporalOrder","1","62"
"null","","null","html-keyboard-response","261","986658","0.0-3.0-2.64","","blank","",""
"4598","<img src= stimuli/temporalOrder/62.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/32.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/21.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/23.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","262","991256","0.0-3.0-3.64","","contextMemory","1","62"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","263","991772","0.0-3.0-0.65","","fixation","",""
"3677","<img src= stimuli/temporalOrder/71.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/18.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/44.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/79.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","264","995450","0.0-3.0-1.65","","temporalOrder","2","71"
"null","","null","html-keyboard-response","265","995953","0.0-3.0-2.65","","blank","",""
"663","<img src= stimuli/temporalOrder/71.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/4.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/14.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/40.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","266","996618","0.0-3.0-3.65","","contextMemory","1","71"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","267","997119","0.0-3.0-0.66","","fixation","",""
"6313","<img src= stimuli/temporalOrder/19.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/13.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/5.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/4.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","268","1003434","0.0-3.0-1.66","","temporalOrder","1","19"
"null","","null","html-keyboard-response","269","1003937","0.0-3.0-2.66","","blank","",""
"1085","<img src= stimuli/temporalOrder/19.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/41.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/23.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/11.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","270","1005025","0.0-3.0-3.66","","contextMemory","1","19"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","271","1005536","0.0-3.0-0.67","","fixation","",""
"3055","<img src= stimuli/temporalOrder/40.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/71.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/53.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/18.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","272","1008592","0.0-3.0-1.67","","temporalOrder","3","40"
"null","","null","html-keyboard-response","273","1009094","0.0-3.0-2.67","","blank","",""
"3667","<img src= stimuli/temporalOrder/40.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/30.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/36.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/19.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","274","1012760","0.0-3.0-3.67","","contextMemory","1","40"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","275","1013272","0.0-3.0-0.68","","fixation","",""
"17504","<img src= stimuli/temporalOrder/52.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/30.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/4.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/78.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","276","1030777","0.0-3.0-1.68","","temporalOrder","1","52"
"null","","null","html-keyboard-response","277","1031278","0.0-3.0-2.68","","blank","",""
"1344","<img src= stimuli/temporalOrder/52.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/7.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/14.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/1.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","278","1032625","0.0-3.0-3.68","","contextMemory","2","52"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","279","1033139","0.0-3.0-0.69","","fixation","",""
"6909","<img src= stimuli/temporalOrder/86.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/46.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/72.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/66.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","280","1040049","0.0-3.0-1.69","","temporalOrder","2","86"
"null","","null","html-keyboard-response","281","1040565","0.0-3.0-2.69","","blank","",""
"4805","<img src= stimuli/temporalOrder/86.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/31.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/15.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/29.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","282","1045369","0.0-3.0-3.69","","contextMemory","2","86"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","283","1045882","0.0-3.0-0.70","","fixation","",""
"29405","<img src= stimuli/temporalOrder/34.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/16.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/32.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/59.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","284","1075288","0.0-3.0-1.70","","temporalOrder","1","34"
"null","","null","html-keyboard-response","285","1075799","0.0-3.0-2.70","","blank","",""
"3681","<img src= stimuli/temporalOrder/34.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/38.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/18.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/35.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","286","1079480","0.0-3.0-3.70","","contextMemory","3","34"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","287","1079984","0.0-3.0-0.71","","fixation","",""
"7153","<img src= stimuli/temporalOrder/58.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/39.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/0.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/68.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","288","1087138","0.0-3.0-1.71","","temporalOrder","1","58"
"null","","null","html-keyboard-response","289","1087644","0.0-3.0-2.71","","blank","",""
"1834","<img src= stimuli/temporalOrder/58.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/9.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/2.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/13.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","290","1089480","0.0-3.0-3.71","","contextMemory","2","58"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","291","1089989","0.0-3.0-0.72","","fixation","",""
"7315","<img src= stimuli/temporalOrder/45.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/48.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/66.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/6.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","292","1097304","0.0-3.0-1.72","","temporalOrder","1","45"
"null","","null","html-keyboard-response","293","1097817","0.0-3.0-2.72","","blank","",""
"1150","<img src= stimuli/temporalOrder/45.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/5.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/19.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/28.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","294","1098969","0.0-3.0-3.72","","contextMemory","3","45"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","295","1099475","0.0-3.0-0.73","","fixation","",""
"18253","<img src= stimuli/temporalOrder/3.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/34.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/23.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/86.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","296","1117729","0.0-3.0-1.73","","temporalOrder","1","3"
"null","","null","html-keyboard-response","297","1118233","0.0-3.0-2.73","","blank","",""
"1398","<img src= stimuli/temporalOrder/3.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/15.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/11.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/34.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","298","1119633","0.0-3.0-3.73","","contextMemory","3","3"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","299","1120144","0.0-3.0-0.74","","fixation","",""
"4328","<img src= stimuli/temporalOrder/17.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/18.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/7.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/36.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","300","1124472","0.0-3.0-1.74","","temporalOrder","3","17"
"null","","null","html-keyboard-response","301","1124974","0.0-3.0-2.74","","blank","",""
"282","<img src= stimuli/temporalOrder/17.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/43.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/16.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/7.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","302","1125257","0.0-3.0-3.74","","contextMemory","2","17"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","303","1125760","0.0-3.0-0.75","","fixation","",""
"6583","<img src= stimuli/temporalOrder/32.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/48.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/43.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/27.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","304","1132344","0.0-3.0-1.75","","temporalOrder","2","32"
"null","","null","html-keyboard-response","305","1132847","0.0-3.0-2.75","","blank","",""
"7784","<img src= stimuli/temporalOrder/32.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/27.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/23.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/11.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","306","1140632","0.0-3.0-3.75","","contextMemory","3","32"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","307","1141136","0.0-3.0-0.76","","fixation","",""
