"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","success","test_part","correct_response","probe"
"1386","<img src= stimuli/temporalOrder/83.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/12.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/36.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/6.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","42","247640","0.0-3.0-3.9","","contextMemory","1","83"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","43","248146","0.0-3.0-0.10","","fixation","",""
"3754","<img src= stimuli/temporalOrder/49.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/31.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/53.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/85.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","44","251903","0.0-3.0-1.10","","temporalOrder","1","49"
"null","","null","html-keyboard-response","45","252405","0.0-3.0-2.10","","blank","",""
"2471","<img src= stimuli/temporalOrder/49.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/22.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/10.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/26.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","46","254878","0.0-3.0-3.10","","contextMemory","3","49"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","47","255380","0.0-3.0-0.11","","fixation","",""
"8832","<img src= stimuli/temporalOrder/0.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/77.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/83.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/8.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","48","264215","0.0-3.0-1.11","","temporalOrder","3","0"
"null","","null","html-keyboard-response","49","264715","0.0-3.0-2.11","","blank","",""
"723","<img src= stimuli/temporalOrder/0.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/43.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/37.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/9.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","50","265439","0.0-3.0-3.11","","contextMemory","3","0"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","51","265947","0.0-3.0-0.12","","fixation","",""
"9185","<img src= stimuli/temporalOrder/44.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/25.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/21.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/71.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","52","275135","0.0-3.0-1.12","","temporalOrder","3","44"
"null","","null","html-keyboard-response","53","275642","0.0-3.0-2.12","","blank","",""
"1577","<img src= stimuli/temporalOrder/44.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/41.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/42.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/4.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","54","277221","0.0-3.0-3.12","","contextMemory","3","44"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","55","277736","0.0-3.0-0.13","","fixation","",""
"13381","<img src= stimuli/temporalOrder/38.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/52.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/69.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/42.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","56","291119","0.0-3.0-1.13","","temporalOrder","3","38"
"null","","null","html-keyboard-response","57","291625","0.0-3.0-2.13","","blank","",""
"1462","<img src= stimuli/temporalOrder/38.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/20.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/22.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/43.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","58","293087","0.0-3.0-3.13","","contextMemory","3","38"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","59","293602","0.0-3.0-0.14","","fixation","",""
"13098","<img src= stimuli/temporalOrder/22.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/83.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/84.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/81.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","60","306703","0.0-3.0-1.14","","temporalOrder","2","22"
"null","","null","html-keyboard-response","61","307203","0.0-3.0-2.14","","blank","",""
"2041","<img src= stimuli/temporalOrder/22.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/7.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/18.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/24.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","62","309247","0.0-3.0-3.14","","contextMemory","1","22"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","63","309759","0.0-3.0-0.15","","fixation","",""
"10333","<img src= stimuli/temporalOrder/74.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/44.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/73.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/67.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","64","320095","0.0-3.0-1.15","","temporalOrder","1","74"
"null","","null","html-keyboard-response","65","320600","0.0-3.0-2.15","","blank","",""
"3933","<img src= stimuli/temporalOrder/74.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/3.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/44.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/24.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","66","324535","0.0-3.0-3.15","","contextMemory","1","74"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","67","325044","0.0-3.0-0.16","","fixation","",""
"12256","<img src= stimuli/temporalOrder/1.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/59.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/44.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/64.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","68","337302","0.0-3.0-1.16","","temporalOrder","1","1"
"null","","null","html-keyboard-response","69","337811","0.0-3.0-2.16","","blank","",""
"1049","<img src= stimuli/temporalOrder/1.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/27.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/31.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/33.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","70","338863","0.0-3.0-3.16","","contextMemory","1","1"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","71","339363","0.0-3.0-0.17","","fixation","",""
"17090","<img src= stimuli/temporalOrder/77.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/76.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/36.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/81.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","72","356453","0.0-3.0-1.17","","temporalOrder","3","77"
"null","","null","html-keyboard-response","73","356962","0.0-3.0-2.17","","blank","",""
"1586","<img src= stimuli/temporalOrder/77.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/3.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/6.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/37.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","74","358549","0.0-3.0-3.17","","contextMemory","2","77"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","75","359054","0.0-3.0-0.18","","fixation","",""
"4762","<img src= stimuli/temporalOrder/65.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/3.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/17.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/15.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","76","363819","0.0-3.0-1.18","","temporalOrder","2","65"
"null","","null","html-keyboard-response","77","364322","0.0-3.0-2.18","","blank","",""
"3114","<img src= stimuli/temporalOrder/65.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/10.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/16.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/41.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","78","367439","0.0-3.0-3.18","","contextMemory","2","65"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","79","367949","0.0-3.0-0.19","","fixation","",""
"2351","<img src= stimuli/temporalOrder/15.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/72.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/76.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/35.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","80","370301","0.0-3.0-1.19","","temporalOrder","2","15"
"null","","null","html-keyboard-response","81","370809","0.0-3.0-2.19","","blank","",""
"4730","<img src= stimuli/temporalOrder/15.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/1.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/44.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/19.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","82","375541","0.0-3.0-3.19","","contextMemory","3","15"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","83","376042","0.0-3.0-0.20","","fixation","",""
"4906","<img src= stimuli/temporalOrder/8.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/12.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/74.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/61.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","84","380950","0.0-3.0-1.20","","temporalOrder","3","8"
"null","","null","html-keyboard-response","85","381460","0.0-3.0-2.20","","blank","",""
"4072","<img src= stimuli/temporalOrder/8.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/32.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/10.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/20.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","86","385534","0.0-3.0-3.20","","contextMemory","2","8"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","87","386042","0.0-3.0-0.21","","fixation","",""
"12435","<img src= stimuli/temporalOrder/46.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/70.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/74.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/61.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","88","398478","0.0-3.0-1.21","","temporalOrder","3","46"
"null","","null","html-keyboard-response","89","398981","0.0-3.0-2.21","","blank","",""
"2926","<img src= stimuli/temporalOrder/46.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/11.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/34.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/24.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","90","401910","0.0-3.0-3.21","","contextMemory","1","46"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","91","402414","0.0-3.0-0.22","","fixation","",""
"14881","<img src= stimuli/temporalOrder/73.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/12.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/57.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/41.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","92","417298","0.0-3.0-1.22","","temporalOrder","1","73"
"null","","null","html-keyboard-response","93","417798","0.0-3.0-2.22","","blank","",""
"805","<img src= stimuli/temporalOrder/73.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/35.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/9.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/29.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","94","418605","0.0-3.0-3.22","","contextMemory","2","73"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","95","419109","0.0-3.0-0.23","","fixation","",""
"6760","<img src= stimuli/temporalOrder/41.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/64.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/72.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/25.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","96","425870","0.0-3.0-1.23","","temporalOrder","3","41"
"null","","null","html-keyboard-response","97","426383","0.0-3.0-2.23","","blank","",""
"2747","<img src= stimuli/temporalOrder/41.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/17.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/6.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/31.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","98","429132","0.0-3.0-3.23","","contextMemory","3","41"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","99","429647","0.0-3.0-0.24","","fixation","",""
"11309","<img src= stimuli/temporalOrder/76.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/38.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/13.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/15.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","100","440958","0.0-3.0-1.24","","temporalOrder","3","76"
"null","","null","html-keyboard-response","101","441462","0.0-3.0-2.24","","blank","",""
"2086","<img src= stimuli/temporalOrder/76.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/34.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/19.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/7.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","102","443551","0.0-3.0-3.24","","contextMemory","2","76"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","103","444064","0.0-3.0-0.25","","fixation","",""
"13654","<img src= stimuli/temporalOrder/80.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/20.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/29.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/8.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","104","457718","0.0-3.0-1.25","","temporalOrder","2","80"
"null","","null","html-keyboard-response","105","458230","0.0-3.0-2.25","","blank","",""
"2915","<img src= stimuli/temporalOrder/80.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/2.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/21.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/38.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","106","461149","0.0-3.0-3.25","","contextMemory","2","80"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","107","461661","0.0-3.0-0.26","","fixation","",""
"7846","<img src= stimuli/temporalOrder/30.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/43.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/72.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/87.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","108","469513","0.0-3.0-1.26","","temporalOrder","2","30"
"null","","null","html-keyboard-response","109","470015","0.0-3.0-2.26","","blank","",""
"4811","<img src= stimuli/temporalOrder/30.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/12.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/14.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/16.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","110","474828","0.0-3.0-3.26","","contextMemory","2","30"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","111","475343","0.0-3.0-0.27","","fixation","",""
"4836","<img src= stimuli/temporalOrder/13.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/68.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/37.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/58.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","112","480180","0.0-3.0-1.27","","temporalOrder","1","13"
"null","","null","html-keyboard-response","113","480685","0.0-3.0-2.27","","blank","",""
"7079","<img src= stimuli/temporalOrder/13.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/15.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/38.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/40.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","html-keyboard-response","114","487765","0.0-3.0-3.27","","contextMemory","3","13"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","115","488267","0.0-3.0-0.28","","fixation","",""
"18113","<img src= stimuli/temporalOrder/51.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/30.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/76.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/82.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","116","506384","0.0-3.0-1.28","","temporalOrder","2","51"
"null","","null","html-keyboard-response","117","506884","0.0-3.0-2.28","","blank","",""
"6520","<img src= stimuli/temporalOrder/51.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/20.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/3.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/30.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","118","513405","0.0-3.0-3.28","","contextMemory","1","51"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","119","513915","0.0-3.0-0.29","","fixation","",""
"7136","<img src= stimuli/temporalOrder/37.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/63.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/61.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/76.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","120","521053","0.0-3.0-1.29","","temporalOrder","1","37"
"null","","null","html-keyboard-response","121","521569","0.0-3.0-2.29","","blank","",""
"1196","<img src= stimuli/temporalOrder/37.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/2.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/18.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/11.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","122","522765","0.0-3.0-3.29","","contextMemory","2","37"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","123","523267","0.0-3.0-0.30","","fixation","",""
"6920","<img src= stimuli/temporalOrder/61.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/8.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/36.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/10.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","124","530188","0.0-3.0-1.30","","temporalOrder","1","61"
"null","","null","html-keyboard-response","125","530698","0.0-3.0-2.30","","blank","",""
"3498","<img src= stimuli/temporalOrder/61.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/28.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/10.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/33.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","126","534197","0.0-3.0-3.30","","contextMemory","2","61"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","127","534698","0.0-3.0-0.31","","fixation","",""
"6601","<img src= stimuli/temporalOrder/12.png width = '386.6666666666667' height = '243.18658280922432'><p>What came after this object?</p><img src= stimuli/temporalOrder/11.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/2.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/73.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","128","541301","0.0-3.0-1.31","","temporalOrder","3","12"
"null","","null","html-keyboard-response","129","541809","0.0-3.0-2.31","","blank","",""
"8185","<img src= stimuli/temporalOrder/12.png width = '386.6666666666667' height = '243.18658280922432'><p>In which room was the object?</p><img src= stimuli/contextMemory/8.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/31.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/contextMemory/20.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","html-keyboard-response","130","549997","0.0-3.0-3.31","","contextMemory","1","12"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","131","550502","0.0-3.0-0.32","","fixation","",""
"5717","<img src= stimuli/temporalOrder/60.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= stimuli/temporalOrder/18.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/51.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= stimuli/temporalOrder/49.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","49","html-keyboard-response","132","556221","0.0-3.0-1.32","","temporalOrder","1","60"
