"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","test_part","corr_resp","probe","target","foil1","foil2","condition","question","roomNum","sameRoom","context"
"","html-keyboard-response","434","1016064","0.0-2.0-0.72","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","",""
"","html-keyboard-response","435","1020368","0.0-2.0-1.72","4303.28999995254","<img src= images/stimuli/74.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= images/stimuli/35.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/70.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/47.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","51","temporalOrder","1","74","images/stimuli/35.png","images/stimuli/47.png","images/stimuli/70.png","1","What came before this object?","3","1","within-no-walls"
"","html-keyboard-response","436","1020873","0.0-2.0-2.72","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","437","1022696","0.0-2.0-3.72","1821.0899999830872","<img src= images/stimuli/74.png width = '386.6666666666667' height = '243.18658280922432'><p>In which type of room was the object?</p><img src= images/stimuli/nw_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","50","roomType","1","","","","","1","","3","",""
"","html-keyboard-response","438","1023200","0.0-2.0-4.72","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","439","1023649","0.0-2.0-5.72","447.93500006198883","<img src= images/stimuli/74.png width = '386.6666666666667' height = '243.18658280922432'><p>At which location in the room was the object?</p><img src= images/stimuli/nw_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_table.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","50","tableNum","3","","","","","1","","","",""
"","html-keyboard-response","440","1024154","0.0-2.0-0.73","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","",""
"","html-keyboard-response","441","1026015","0.0-2.0-1.73","1859.8950000014156","<img src= images/stimuli/85.png width = '386.6666666666667' height = '243.18658280922432'><p>What came before this object?</p><img src= images/stimuli/24.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/87.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><img src= images/stimuli/79.png width = '386.6666666666667' height = '243.18658280922432' hspace='5'><p>Press 1, 2 or 3.</p>","50","temporalOrder","2","85","images/stimuli/87.png","images/stimuli/79.png","images/stimuli/24.png","1","What came before this object?","23","0","across"
"","html-keyboard-response","442","1026518","0.0-2.0-2.73","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","443","1029087","0.0-2.0-3.73","2567.2100000083447","<img src= images/stimuli/85.png width = '386.6666666666667' height = '243.18658280922432'><p>In which type of room was the object?</p><img src= images/stimuli/nw_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><img src= images/stimuli/ww_room.png width = '386.6666666666667' height = '386.6666666666667' hspace='5'><p>Press 1 or 2.</p>","50","roomType","1","","","","","1","","23","",""
