"rt","stimulus","key_press","test_part","trial_type","trial_index","time_elapsed","internal_node_id","corr_resp","probe","target","foil1","foil2","condition","question","roomNum","sameRoom","context"
"554.014999885112","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/21.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","275","418215","0.0-0.0-5.45","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","276","418717","0.0-0.0-0.46","","","","","","","","","",""
"816.8750000186265","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/87.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/29.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/56.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/85.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","277","419535","0.0-0.0-1.46","3","87","images/stimuli/85.png","images/stimuli/29.png","images/stimuli/56.png","4","Which of the objects below came next?","22","0","across"
"null","","null","blank","html-keyboard-response","278","420036","0.0-0.0-2.46","","","","","","","","","",""
"561.9500000029802","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/87.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","279","420600","0.0-0.0-3.46","1","","","","","4","","22","",""
"null","","null","blank","html-keyboard-response","280","421102","0.0-0.0-4.46","","","","","","","","","",""
"528.4050004556775","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/87.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","281","421632","0.0-0.0-5.46","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","282","422133","0.0-0.0-0.47","","","","","","","","","",""
"728.2600002363324","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/74.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/44.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/39.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/81.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","283","422864","0.0-0.0-1.47","1","74","images/stimuli/44.png","images/stimuli/39.png","images/stimuli/81.png","4","Which of the objects below came next?","3","0","across"
"null","","null","blank","html-keyboard-response","284","423365","0.0-0.0-2.47","","","","","","","","","",""
"800.8850002661347","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/74.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","285","424168","0.0-0.0-3.47","2","","","","","4","","3","",""
"null","","null","blank","html-keyboard-response","286","424669","0.0-0.0-4.47","","","","","","","","","",""
"418.2899999432266","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/74.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","287","425088","0.0-0.0-5.47","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","288","425589","0.0-0.0-0.48","","","","","","","","","",""
"475.8250000886619","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/34.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/16.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/66.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/21.png' style='width:100%'>3</p></div></div>","51","temporalOrder","html-keyboard-response","289","426067","0.0-0.0-1.48","1","34","images/stimuli/16.png","images/stimuli/66.png","images/stimuli/21.png","4","Which of the objects below came next?","35","1","within-walls"
"null","","null","blank","html-keyboard-response","290","426568","0.0-0.0-2.48","","","","","","","","","",""
"685.6549996882677","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/34.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","291","427255","0.0-0.0-3.48","2","","","","","4","","35","",""
"null","","null","blank","html-keyboard-response","292","427757","0.0-0.0-4.48","","","","","","","","","",""
"680.5750001221895","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/34.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","293","428439","0.0-0.0-5.48","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","294","428942","0.0-0.0-0.49","","","","","","","","","",""
"1207.8900001943111","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/54.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/19.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/14.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/55.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","295","430152","0.0-0.0-1.49","2","54","images/stimuli/14.png","images/stimuli/55.png","images/stimuli/19.png","4","Which of the objects below came next?","38","0","across"
"null","","null","blank","html-keyboard-response","296","430654","0.0-0.0-2.49","","","","","","","","","",""
"713.454999960959","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/54.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","297","431369","0.0-0.0-3.49","1","","","","","4","","38","",""
"null","","null","blank","html-keyboard-response","298","431871","0.0-0.0-4.49","","","","","","","","","",""
"535.3800002485514","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/54.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","299","432408","0.0-0.0-5.49","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","300","432910","0.0-0.0-0.50","","","","","","","","","",""
"687.1650000102818","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/0.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/43.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/8.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/27.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","301","433599","0.0-0.0-1.50","2","0","images/stimuli/8.png","images/stimuli/27.png","images/stimuli/43.png","4","Which of the objects below came next?","9","0","across"
"null","","null","blank","html-keyboard-response","302","434101","0.0-0.0-2.50","","","","","","","","","",""
"601.1450001969934","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/0.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","303","434703","0.0-0.0-3.50","2","","","","","4","","9","",""
"null","","null","blank","html-keyboard-response","304","435205","0.0-0.0-4.50","","","","","","","","","",""
"472.550000064075","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/0.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","305","435679","0.0-0.0-5.50","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","306","436181","0.0-0.0-0.51","","","","","","","","","",""
"1544.0949997864664","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/45.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/48.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/18.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/31.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","307","437727","0.0-0.0-1.51","1","45","images/stimuli/48.png","images/stimuli/31.png","images/stimuli/18.png","4","Which of the objects below came next?","28","1","within-no-walls"
"null","","null","blank","html-keyboard-response","308","438230","0.0-0.0-2.51","","","","","","","","","",""
"809.3750001862645","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/45.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","309","439041","0.0-0.0-3.51","1","","","","","4","","28","",""
"null","","null","blank","html-keyboard-response","310","439543","0.0-0.0-4.51","","","","","","","","","",""
"392.384999897331","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/45.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","311","439936","0.0-0.0-5.51","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","312","440437","0.0-0.0-0.52","","","","","","","","","",""
"527.4749998934567","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/1.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/50.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/10.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/59.png' style='width:100%'>3</p></div></div>","51","temporalOrder","html-keyboard-response","313","440967","0.0-0.0-1.52","3","1","images/stimuli/59.png","images/stimuli/50.png","images/stimuli/10.png","4","Which of the objects below came next?","27","1","within-walls"
"null","","null","blank","html-keyboard-response","314","441468","0.0-0.0-2.52","","","","","","","","","",""
"442.3949997872114","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/1.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","315","441912","0.0-0.0-3.52","2","","","","","4","","27","",""
"null","","null","blank","html-keyboard-response","316","442415","0.0-0.0-4.52","","","","","","","","","",""
"511.5399998612702","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/1.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","317","442928","0.0-0.0-5.52","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","318","443430","0.0-0.0-0.53","","","","","","","","","",""
"759.8900003358722","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/44.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/77.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/71.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/58.png' style='width:100%'>3</p></div></div>","51","temporalOrder","html-keyboard-response","319","444192","0.0-0.0-1.53","2","44","images/stimuli/71.png","images/stimuli/58.png","images/stimuli/77.png","4","Which of the objects below came next?","4","1","within-no-walls"
"null","","null","blank","html-keyboard-response","320","444695","0.0-0.0-2.53","","","","","","","","","",""
"479.5150002464652","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/44.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","321","445176","0.0-0.0-3.53","1","","","","","4","","4","",""
"null","","null","blank","html-keyboard-response","322","445678","0.0-0.0-4.53","","","","","","","","","",""
"455.59999998658895","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/44.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","323","446135","0.0-0.0-5.53","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","324","446636","0.0-0.0-0.54","","","","","","","","","",""
"755.1049999892712","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/80.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/33.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/26.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/51.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","325","447392","0.0-0.0-1.54","2","80","images/stimuli/26.png","images/stimuli/51.png","images/stimuli/33.png","4","Which of the objects below came next?","21","0","across"
"null","","null","blank","html-keyboard-response","326","447893","0.0-0.0-2.54","","","","","","","","","",""
"313.6700000613928","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/80.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","327","448209","0.0-0.0-3.54","2","","","","","4","","21","",""
"null","","null","blank","html-keyboard-response","328","448711","0.0-0.0-4.54","","","","","","","","","",""
"439.4000000320375","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/80.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","329","449152","0.0-0.0-5.54","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","330","449653","0.0-0.0-0.55","","","","","","","","","",""
"369.7699997574091","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/5.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/37.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/51.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/65.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","331","450024","0.0-0.0-1.55","1","5","images/stimuli/37.png","images/stimuli/65.png","images/stimuli/51.png","4","Which of the objects below came next?","17","0","across"
"null","","null","blank","html-keyboard-response","332","450525","0.0-0.0-2.55","","","","","","","","","",""
"1025.8799996227026","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/5.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","333","451552","0.0-0.0-3.55","2","","","","","4","","17","",""
"null","","null","blank","html-keyboard-response","334","452054","0.0-0.0-4.55","","","","","","","","","",""
"368.7750003300607","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/5.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","335","452424","0.0-0.0-5.55","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","336","452926","0.0-0.0-0.56","","","","","","","","","",""
"1463.8299997895956","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/63.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/36.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/15.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/29.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","337","454392","0.0-0.0-1.56","2","63","images/stimuli/15.png","images/stimuli/36.png","images/stimuli/29.png","4","Which of the objects below came next?","18","0","across"
"null","","null","blank","html-keyboard-response","338","454894","0.0-0.0-2.56","","","","","","","","","",""
"679.6699999831617","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/63.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","339","455576","0.0-0.0-3.56","1","","","","","4","","18","",""
"null","","null","blank","html-keyboard-response","340","456077","0.0-0.0-4.56","","","","","","","","","",""
"376.6850000247359","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/63.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","341","456456","0.0-0.0-5.56","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","342","456958","0.0-0.0-0.57","","","","","","","","","",""
"825.6799997761846","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/33.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/24.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/87.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/31.png' style='width:100%'>3</p></div></div>","51","temporalOrder","html-keyboard-response","343","457784","0.0-0.0-1.57","1","33","images/stimuli/24.png","images/stimuli/87.png","images/stimuli/31.png","4","Which of the objects below came next?","24","1","within-no-walls"
"null","","null","blank","html-keyboard-response","344","458285","0.0-0.0-2.57","","","","","","","","","",""
"408.094999846071","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/33.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","345","458695","0.0-0.0-3.57","1","","","","","4","","24","",""
"null","","null","blank","html-keyboard-response","346","459196","0.0-0.0-4.57","","","","","","","","","",""
"434.16499998420477","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/33.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","347","459632","0.0-0.0-5.57","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","348","460133","0.0-0.0-0.58","","","","","","","","","",""
"624.7950000688434","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/29.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/80.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/76.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/28.png' style='width:100%'>3</p></div></div>","51","temporalOrder","html-keyboard-response","349","460760","0.0-0.0-1.58","1","29","images/stimuli/80.png","images/stimuli/76.png","images/stimuli/28.png","4","Which of the objects below came next?","21","1","within-walls"
"null","","null","blank","html-keyboard-response","350","461262","0.0-0.0-2.58","","","","","","","","","",""
"232.0499997586012","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/29.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","351","461496","0.0-0.0-3.58","2","","","","","4","","21","",""
"null","","null","blank","html-keyboard-response","352","461999","0.0-0.0-4.58","","","","","","","","","",""
"662.7099998295307","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/29.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","353","462663","0.0-0.0-5.58","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","354","463164","0.0-0.0-0.59","","","","","","","","","",""
"329.37000039964914","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/46.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/53.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/32.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/0.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","355","463496","0.0-0.0-1.59","2","46","images/stimuli/32.png","images/stimuli/0.png","images/stimuli/53.png","4","Which of the objects below came next?","11","1","within-walls"
"null","","null","blank","html-keyboard-response","356","463997","0.0-0.0-2.59","","","","","","","","","",""
"384.8049999214709","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/46.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","357","464384","0.0-0.0-3.59","2","","","","","4","","11","",""
"null","","null","blank","html-keyboard-response","358","464885","0.0-0.0-4.59","","","","","","","","","",""
"601.4749999158084","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/46.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","359","465488","0.0-0.0-5.59","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","360","465989","0.0-0.0-0.60","","","","","","","","","",""
