"rt","stimulus","key_press","test_part","trial_type","trial_index","time_elapsed","internal_node_id","corr_resp","probe","target","foil1","foil2","condition","question","roomNum","sameRoom","context"
"721.0999997332692","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/19.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/7.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/2.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/38.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","361","466712","0.0-0.0-1.60","1","19","images/stimuli/7.png","images/stimuli/2.png","images/stimuli/38.png","4","Which of the objects below came next?","41","1","within-walls"
"null","","null","blank","html-keyboard-response","362","467214","0.0-0.0-2.60","","","","","","","","","",""
"606.9299997761846","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/19.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","363","467824","0.0-0.0-3.60","2","","","","","4","","41","",""
"null","","null","blank","html-keyboard-response","364","468326","0.0-0.0-4.60","","","","","","","","","",""
"335.4949997738004","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/19.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","365","468663","0.0-0.0-5.60","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","366","469164","0.0-0.0-0.61","","","","","","","","","",""
"666.6899998672307","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/67.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/62.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/3.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/57.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","367","469833","0.0-0.0-1.61","2","67","images/stimuli/3.png","images/stimuli/62.png","images/stimuli/57.png","4","Which of the objects below came next?","34","1","within-no-walls"
"null","","null","blank","html-keyboard-response","368","470334","0.0-0.0-2.61","","","","","","","","","",""
"520.4900000244379","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/67.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","369","470856","0.0-0.0-3.61","1","","","","","4","","34","",""
"null","","null","blank","html-keyboard-response","370","471359","0.0-0.0-4.61","","","","","","","","","",""
"327.2349997423589","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/67.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","371","471687","0.0-0.0-5.61","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","372","472189","0.0-0.0-0.62","","","","","","","","","",""
"896.8449998646975","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/43.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/30.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/83.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/61.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","373","473088","0.0-0.0-1.62","2","43","images/stimuli/83.png","images/stimuli/61.png","images/stimuli/30.png","4","Which of the objects below came next?","12","1","within-no-walls"
"null","","null","blank","html-keyboard-response","374","473590","0.0-0.0-2.62","","","","","","","","","",""
"519.4850000552833","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/43.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","375","474111","0.0-0.0-3.62","1","","","","","4","","12","",""
"null","","null","blank","html-keyboard-response","376","474612","0.0-0.0-4.62","","","","","","","","","",""
"322.5300000049174","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/43.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","377","474936","0.0-0.0-5.62","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","378","475437","0.0-0.0-0.63","","","","","","","","","",""
"304.6400002203882","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/3.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/82.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/34.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/55.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","379","475744","0.0-0.0-1.63","2","3","images/stimuli/34.png","images/stimuli/82.png","images/stimuli/55.png","4","Which of the objects below came next?","34","0","across"
"null","","null","blank","html-keyboard-response","380","476245","0.0-0.0-2.63","","","","","","","","","",""
"320.06500009447336","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/3.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","381","476568","0.0-0.0-3.63","1","","","","","4","","34","",""
"null","","null","blank","html-keyboard-response","382","477070","0.0-0.0-4.63","","","","","","","","","",""
"376.0600001551211","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/3.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","383","477448","0.0-0.0-5.63","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","384","477950","0.0-0.0-0.64","","","","","","","","","",""
"455.95499966293573","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/60.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/10.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/66.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/41.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","385","478408","0.0-0.0-1.64","3","60","images/stimuli/41.png","images/stimuli/10.png","images/stimuli/66.png","4","Which of the objects below came next?","31","1","within-walls"
"null","","null","blank","html-keyboard-response","386","478911","0.0-0.0-2.64","","","","","","","","","",""
"335.1750001311302","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/60.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","387","479248","0.0-0.0-3.64","2","","","","","4","","31","",""
"null","","null","blank","html-keyboard-response","388","479750","0.0-0.0-4.64","","","","","","","","","",""
"296.5400000102818","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/60.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","389","480048","0.0-0.0-5.64","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","390","480550","0.0-0.0-0.65","","","","","","","","","",""
"326.27000007778406","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/12.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/22.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/46.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/73.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","391","480879","0.0-0.0-1.65","3","12","images/stimuli/73.png","images/stimuli/22.png","images/stimuli/46.png","4","Which of the objects below came next?","8","0","across"
"null","","null","blank","html-keyboard-response","392","481379","0.0-0.0-2.65","","","","","","","","","",""
"338.5200002230704","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/12.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","393","481720","0.0-0.0-3.65","1","","","","","4","","8","",""
"null","","null","blank","html-keyboard-response","394","482222","0.0-0.0-4.65","","","","","","","","","",""
"264.6749997511506","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/12.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","395","482488","0.0-0.0-5.65","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","396","482989","0.0-0.0-0.66","","","","","","","","","",""
"264.3750002607703","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/8.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/12.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/61.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/83.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","397","483256","0.0-0.0-1.66","2","8","images/stimuli/61.png","images/stimuli/12.png","images/stimuli/83.png","4","Which of the objects below came next?","10","1","within-no-walls"
"null","","null","blank","html-keyboard-response","398","483758","0.0-0.0-2.66","","","","","","","","","",""
"407.80499996617436","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/8.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","399","484167","0.0-0.0-3.66","1","","","","","4","","10","",""
"null","","null","blank","html-keyboard-response","400","484668","0.0-0.0-4.66","","","","","","","","","",""
"338.56499986723065","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/8.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","401","485008","0.0-0.0-5.66","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","402","485509","0.0-0.0-0.67","","","","","","","","","",""
"33.19499967619777","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/48.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/1.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/60.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/20.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","403","485544","0.0-0.0-1.67","3","48","images/stimuli/20.png","images/stimuli/1.png","images/stimuli/60.png","4","Which of the objects below came next?","28","0","across"
"null","","null","blank","html-keyboard-response","404","486045","0.0-0.0-2.67","","","","","","","","","",""
"816.8549998663366","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/48.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","405","486864","0.0-0.0-3.67","1","","","","","4","","28","",""
"null","","null","blank","html-keyboard-response","406","487366","0.0-0.0-4.67","","","","","","","","","",""
"320.55999990552664","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/48.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","407","487688","0.0-0.0-5.67","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","408","488189","0.0-0.0-0.68","","","","","","","","","",""
"409.84000032767653","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/20.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/41.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/59.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/10.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","409","488601","0.0-0.0-1.68","3","20","images/stimuli/10.png","images/stimuli/59.png","images/stimuli/41.png","4","Which of the objects below came next?","29","1","within-walls"
"null","","null","blank","html-keyboard-response","410","489102","0.0-0.0-2.68","","","","","","","","","",""
"192.17999977990985","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/20.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","411","489296","0.0-0.0-3.68","2","","","","","4","","29","",""
"null","","null","blank","html-keyboard-response","412","489797","0.0-0.0-4.68","","","","","","","","","",""
"8.940000087022781","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/20.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","413","489808","0.0-0.0-5.68","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","414","490312","0.0-0.0-0.69","","","","","","","","","",""
"23.87999976053834","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/64.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/86.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/32.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/53.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","415","490338","0.0-0.0-1.69","3","64","images/stimuli/53.png","images/stimuli/32.png","images/stimuli/86.png","4","Which of the objects below came next?","13","1","within-walls"
"null","","null","blank","html-keyboard-response","416","490839","0.0-0.0-2.69","","","","","","","","","",""
"824.579999782145","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/64.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","417","491665","0.0-0.0-3.69","2","","","","","4","","13","",""
"null","","null","blank","html-keyboard-response","418","492165","0.0-0.0-4.69","","","","","","","","","",""
"602.1900000050664","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/64.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","419","492769","0.0-0.0-5.69","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","420","493271","0.0-0.0-0.70","","","","","","","","","",""
"616.2000000476837","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/79.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/15.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/85.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/29.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","421","493890","0.0-0.0-1.70","3","79","images/stimuli/29.png","images/stimuli/15.png","images/stimuli/85.png","4","Which of the objects below came next?","20","0","across"
"null","","null","blank","html-keyboard-response","422","494391","0.0-0.0-2.70","","","","","","","","","",""
"424.0350001491606","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/79.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","49","roomType","html-keyboard-response","423","494818","0.0-0.0-3.70","1","","","","","4","","20","",""
"null","","null","blank","html-keyboard-response","424","495320","0.0-0.0-4.70","","","","","","","","","",""
"503.8100001402199","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/79.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","425","495826","0.0-0.0-5.70","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","426","496327","0.0-0.0-0.71","","","","","","","","","",""
"454.42999992519617","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/30.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/64.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/72.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/36.png' style='width:100%'>3</p></div></div>","51","temporalOrder","html-keyboard-response","427","496786","0.0-0.0-1.71","2","30","images/stimuli/72.png","images/stimuli/64.png","images/stimuli/36.png","4","Which of the objects below came next?","14","0","across"
"null","","null","blank","html-keyboard-response","428","497288","0.0-0.0-2.71","","","","","","","","","",""
"864.3849999643862","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/30.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","429","498154","0.0-0.0-3.71","1","","","","","4","","14","",""
"null","","null","blank","html-keyboard-response","430","498656","0.0-0.0-4.71","","","","","","","","","",""
"458.81500001996756","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/30.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","431","499115","0.0-0.0-5.71","3","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","432","499616","0.0-0.0-0.72","","","","","","","","","",""
"461.86499996110797","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/23.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/57.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/54.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/3.png' style='width:100%'>3</p></div></div>","49","temporalOrder","html-keyboard-response","433","500080","0.0-0.0-1.72","1","23","images/stimuli/57.png","images/stimuli/3.png","images/stimuli/54.png","4","Which of the objects below came next?","36","1","within-no-walls"
"null","","null","blank","html-keyboard-response","434","500581","0.0-0.0-2.72","","","","","","","","","",""
"458.55499990284443","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/23.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","435","501042","0.0-0.0-3.72","1","","","","","4","","36","",""
"null","","null","blank","html-keyboard-response","436","501542","0.0-0.0-4.72","","","","","","","","","",""
"417.30999993160367","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/23.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","tableNum","html-keyboard-response","437","501961","0.0-0.0-5.72","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","438","502463","0.0-0.0-0.73","","","","","","","","","",""
"408.3150001242757","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/36.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/86.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/5.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/76.png' style='width:100%'>3</p></div></div>","50","temporalOrder","html-keyboard-response","439","502874","0.0-0.0-1.73","2","36","images/stimuli/5.png","images/stimuli/86.png","images/stimuli/76.png","4","Which of the objects below came next?","17","1","within-walls"
"null","","null","blank","html-keyboard-response","440","503375","0.0-0.0-2.73","","","","","","","","","",""
"368.4950000606477","<p>What was the layout of the room in which the object appeared?</p><p><img src= 'images/stimuli/36.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","roomType","html-keyboard-response","441","503745","0.0-0.0-3.73","2","","","","","4","","17","",""
"null","","null","blank","html-keyboard-response","442","504248","0.0-0.0-4.73","","","","","","","","","",""
"438.8199998065829","<p>On which table did the object appear?</p><p><img src= 'images/stimuli/36.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","tableNum","html-keyboard-response","443","504688","0.0-0.0-5.73","2","","","","","4","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","444","505190","0.0-0.0-0.74","","","","","","","","","",""
"313.63500002771616","<p>Which of the objects below came next?</p><p><img src= 'images/stimuli/76.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/26.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/37.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/51.png' style='width:100%'>3</p></div></div>","51","temporalOrder","html-keyboard-response","445","505506","0.0-0.0-1.74","3","76","images/stimuli/51.png","images/stimuli/37.png","images/stimuli/26.png","4","Which of the objects below came next?","19","0","across"
"null","","null","blank","html-keyboard-response","446","506007","0.0-0.0-2.74","","","","","","","","","",""
