"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","test_part","corr_resp","probe","target","foil1","foil2","condition","question","roomNum","sameRoom","context"
"","html-keyboard-response","453","678602","0.0-2.0-1.75","2737.1849999981932","<img src= images/stimuli/28.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= images/stimuli/29.png width = '400' height = '251.57232704402514' hspace='5'><img src= images/stimuli/85.png width = '400' height = '251.57232704402514' hspace='5'><img src= images/stimuli/56.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","51","temporalOrder","2","28","images/stimuli/85.png","images/stimuli/29.png","images/stimuli/56.png","0","What came before this object?","23","1","within-walls"
"","html-keyboard-response","454","679104","0.0-2.0-2.75","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","455","680453","0.0-2.0-3.75","1346.5500000019092","<img src= images/stimuli/28.png width = '400' height = '251.57232704402514'><p>In which type of room was the object?</p><img src= images/stimuli/nw_room.png width = '400' height = '400' hspace='5'><img src= images/stimuli/ww_room.png width = '400' height = '400' hspace='5'><p>Press 1 or 2.</p>","50","roomType","2","","","","","0","","23","",""
"","html-keyboard-response","456","680954","0.0-2.0-4.75","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","457","682707","0.0-2.0-5.75","1751.1699999995762","<img src= images/stimuli/28.png width = '400' height = '251.57232704402514'><p>At which location in the room was the object?</p><img src= images/stimuli/nw_table.png width = '400' height = '400' hspace='5'><img src= images/stimuli/ww_table.png width = '400' height = '400' hspace='5'><p>Press 1 or 2.</p>","50","tableNum","3","","","","","0","","","",""
"","html-keyboard-response","458","683209","0.0-2.0-0.76","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","",""
"","html-keyboard-response","459","685941","0.0-2.0-1.76","2729.425000001327","<img src= images/stimuli/79.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= images/stimuli/37.png width = '400' height = '251.57232704402514' hspace='5'><img src= images/stimuli/26.png width = '400' height = '251.57232704402514' hspace='5'><img src= images/stimuli/51.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","temporalOrder","3","79","images/stimuli/51.png","images/stimuli/37.png","images/stimuli/26.png","0","What came before this object?","20","1","within-no-walls"
"","html-keyboard-response","460","686442","0.0-2.0-2.76","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","461","686909","0.0-2.0-3.76","465.16999999945983","<img src= images/stimuli/79.png width = '400' height = '251.57232704402514'><p>In which type of room was the object?</p><img src= images/stimuli/nw_room.png width = '400' height = '400' hspace='5'><img src= images/stimuli/ww_room.png width = '400' height = '400' hspace='5'><p>Press 1 or 2.</p>","50","roomType","1","","","","","0","","20","",""
"","html-keyboard-response","462","687411","0.0-2.0-4.76","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","463","688646","0.0-2.0-5.76","1232.3249999972759","<img src= images/stimuli/79.png width = '400' height = '251.57232704402514'><p>At which location in the room was the object?</p><img src= images/stimuli/nw_table.png width = '400' height = '400' hspace='5'><img src= images/stimuli/ww_table.png width = '400' height = '400' hspace='5'><p>Press 1 or 2.</p>","50","tableNum","3","","","","","0","","","",""
"","html-keyboard-response","464","689148","0.0-2.0-0.77","null","<div style=""font-size:60px;"">+</div>","null","fixation","","","","","","","","","",""
"","html-keyboard-response","465","693407","0.0-2.0-1.77","4257.374999997439","<img src= images/stimuli/48.png width = '400' height = '251.57232704402514'><p>What came before this object?</p><img src= images/stimuli/40.png width = '400' height = '251.57232704402514' hspace='5'><img src= images/stimuli/49.png width = '400' height = '251.57232704402514' hspace='5'><img src= images/stimuli/45.png width = '400' height = '251.57232704402514' hspace='5'><p>Press 1, 2 or 3.</p>","49","temporalOrder","3","48","images/stimuli/45.png","images/stimuli/49.png","images/stimuli/40.png","0","What came before this object?","28","1","within-no-walls"
"","html-keyboard-response","466","693909","0.0-2.0-2.77","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","467","694983","0.0-2.0-3.77","1071.7399999994086","<img src= images/stimuli/48.png width = '400' height = '251.57232704402514'><p>In which type of room was the object?</p><img src= images/stimuli/nw_room.png width = '400' height = '400' hspace='5'><img src= images/stimuli/ww_room.png width = '400' height = '400' hspace='5'><p>Press 1 or 2.</p>","50","roomType","1","","","","","0","","28","",""
"","html-keyboard-response","468","695484","0.0-2.0-4.77","null","","null","blank","","","","","","","","","",""
"","html-keyboard-response","469","696000","0.0-2.0-5.77","511.4499999980908","<img src= images/stimuli/48.png width = '400' height = '251.57232704402514'><p>At which location in the room was the object?</p><img src= images/stimuli/nw_table.png width = '400' height = '400' hspace='5'><img src= images/stimuli/ww_table.png width = '400' height = '400' hspace='5'><p>Press 1 or 2.</p>","49","tableNum","3","","","","","0","","","",""
"true","fullscreen","470","697003","0.0-3.0","","","","","","","","","","","","","",""
